course_link,course_name,course_number,course_organization,course_price,course_status
//ke.qq.com/course/410102#term_id=100275834,2019高考生物真题解析，2020高考复习规划,528人购买,闪电课堂,¥7.72,共3节
//ke.qq.com/course/267119#term_id=100275834,2020护士资格证考试精品课免费试听版（护资辅导名师刘本胜主讲）,8631人最近报名,刘本胜,免费,共18节
,,0人购买,应图马教育,¥3262.22,课程2
//ke.qq.com/course/219098#term_id=100275834,六IE认证专家 闫辉 教你真正的CCNA全套课程/CCNP/CCIE,794人最近报名,,免费,共30节
//ke.qq.com/course/370975#term_id=100275834,《山水情》欣赏——李家祥古琴网课,61人最近报名,淮安市山阳古琴社,免费,共1节
,,595人购买,,¥522.22,共7节
//ke.qq.com/course/143027#term_id=100494380,【北京峰源】注册结构工程师专业考试培训公开课,792人最近报名,,免费,共16节
//ke.qq.com/course/431824,顶级名师带你冲刺2020高考,9148人最近报名,闪电课堂,免费,共8节
//ke.qq.com/course/378289,CAD施工图/深化设计/室内设计/CAD应用/材料工艺/谈单预算,5596人最近报名,本设教育,免费,进度：10/13节
//ke.qq.com/course/184613,高级女装制版全套深造技术--VIP三班级【艺服在线教学】,121人购买,艺服教育,¥5376.22,随到随学
//ke.qq.com/course/406905,蜜蜂优课寒假抢分营,7903人最近报名,蜜蜂优课,免费,共17节
,,5807人购买,Rhino3D（犀牛）原厂中国/Shaper3d,¥062.22,共63节
//ke.qq.com/course/406899,【木子化学】2020高考化学复习提分规划,0415人最近报名,蜜蜂优课,免费,共7节
//ke.qq.com/course/312504,情商提升课程-情感恋爱课堂山本情感课堂,477人最近报名,,免费,共2节
//ke.qq.com/course/474948,Web前端H5/JS/javascript/ES6/vue/react/webpack/node|启道学院,011人最近报名,启道学院,免费,共4节
//ke.qq.com/course/452267,《高级女装制版全套深造技术》第二期VIP一班级直播回放视频,511人购买,艺服教育,¥5876.22,共72节
//ke.qq.com/course/208047,大暑教育2020全新VIP实战课程,5万人购买,大暑电商学院,¥8162.22,共6节
//ke.qq.com/course/462254,【坤哥物理】2020高三二轮试听课-符号型选择题技巧汇总,8908人最近报名,蜜蜂优课,免费,共1节
//ke.qq.com/course/29450,CAD全套【CAD零基础制图教程】,5496人最近报名,,免费,共10节
//ke.qq.com/course/314334,领先见识•2019高考语文一轮复习（预备课）,329人购买,杨洋,¥577.22,共6节
,,558人最近报名,飞图映像摄影学院,免费,进度：1/1节
,,0人购买,光影学院,¥8062.22,课程3
,,794人最近报名,飞图映像摄影学院,免费,共2节
//ke.qq.com/course/457935,C/C++ 零基础到大神精讲(C++17最新标准/游戏编程/项目实战),5112人最近报名,易道云学院,免费,共4节
,,5265人最近报名,蜂鸟摄影微课堂,免费,进度：12/14节
//ke.qq.com/course/349659,学神Linux高薪运维云计算全程班/全程直播/终身学习/一对一辅导,806人购买,,¥1742.22,进度：57/62节
,,826人最近报名,亢少军,免费,共38节
//ke.qq.com/course/175399,土建录播试听课（一阶）-工程造价案例实操【启程学院】,882人最近报名,启程学院,免费,共5节
,,547人购买,菜子学院,¥5362.22,课程5
,,338人最近报名,国和网校,免费,共8节
//ke.qq.com/course/396460,2020重庆专升本计算机完全解析-公开课,498人最近报名,唐志,免费,共59节
//ke.qq.com/course/459180,武百分2020执业/助理医师资格考试精神、神经系统考点精讲,3521人购买,武百分教育,¥47.22,共23节
//ke.qq.com/course/195552,高二数学选修圆锥曲线小题秒杀技巧大放送+【微信】supermath987,3949人最近报名,宋超,免费,共6节
//ke.qq.com/course/373394,顶级名师带你冲刺高考,1万人最近报名,闪电课堂,免费,共5节
,,01人最近报名,漆学军,免费,共4节
//ke.qq.com/course/408894,高中数学立体几何三视图技巧全攻略+【微信】supermath987,3356人最近报名,宋超,免费,共6节
//ke.qq.com/course/433036,【自兴AI】人工智能实战进阶班,14人购买,自兴Ai,¥7562.22,共62节
//ke.qq.com/course/368231,PS摄影后期修图／摄影／风光调色／影楼后期／商业修图／公开课,5061人最近报名,嗨森课堂,免费,进度：6/8节
//ke.qq.com/course/451126,C/C++ 零基到大神精讲(C++17最新标准/游戏编程/项目实战),0278人最近报名,易道云学院,免费,共25节
//ke.qq.com/course/166038,立体裁剪+平面制版 /平立一体互通打版进修课程（艺服教育）,869人购买,艺服教育,¥9776.22,随到随学
//ke.qq.com/course/461179,诱导公式专题,3583人最近报名,宋超,免费,共2节
,,835人最近报名,,免费,共13节
//ke.qq.com/course/484694,马哥Linux高端运维云计算精英班直播专用（测试）,74人购买,,¥56622,随到随学
//ke.qq.com/course/291512,Solidworks机械动画-运动仿真-机械方案动画就业班,809人最近报名,云艺帆教育,免费,共6节
//ke.qq.com/course/410003,【坤哥物理】2020高考一轮试听课-相互作用、平衡态受力分析技巧,8152人最近报名,蜜蜂优课,免费,共1节
//ke.qq.com/course/117770,高级女装制版全套深造技术--VIP二班级【艺服在线教学】,767人购买,艺服教育,¥3777.22,随到随学
,,861人最近报名,,免费,共27节
//ke.qq.com/course/420992,C#/.Net编程零基础到精通(MVC5/Winform/DEV/SqlServer/WPF/WCF),468人最近报名,灵犀教育,免费,共53节
,,66人购买,仁厚教育,¥0312.22,课程8
//ke.qq.com/course/3883,CAD家具设计全屋定制家具板式实木室内设计衣柜橱柜酒柜测量拆单,5240人最近报名,云艺帆教育,免费,共8节
,,5835人最近报名,亿启教育,免费,进度：3/3节
,,598人最近报名,鲁冬明,免费,共1节
//ke.qq.com/course/8726,【渲染课】3Dmax室外建筑效果图建筑表现/建筑设计/渲染/PS后期,028人最近报名,云艺帆教育,免费,共8节
,,5023人购买,Rhino3D（犀牛）原厂中国/Shaper3d,¥062.22,共73节
//ke.qq.com/course/389192#term_id=100464105,solidworks非标机械自动化设计免费精品课,5397人购买,,¥5.22,共12节
//ke.qq.com/course/224374#term_id=100464105,摄影大师之路（试听课）/人像摄影/风光摄影/纪实摄影/手机摄影,0375人最近报名,光影学院,免费,共4节
//ke.qq.com/course/456824#term_id=100807667,PS设计课-4节直播（粉丝福利）,5647人购买,柠檬学院,¥2.77,开设3个班级
//ke.qq.com/course/362222#term_id=100807667,【官方推荐】特聘专家指导轻松入门Linux,053人最近报名,,免费,共19节
//ke.qq.com/course/454222#term_id=100807667,2020年发输变电专业一元入门体验课,993人购买,,¥2.23,进度：5/5节
//ke.qq.com/course/421023#term_id=100502595,全网最全最细的Jmeter接口测试压力课程实战，没有之一【柠檬班】,3802人购买,,¥37.22,共113节
//ke.qq.com/course/467851#term_id=100560037,【核心课】3Dmax室外建筑效果图建筑表现-建筑设计/渲染/PS后期,95人购买,云艺帆教育,¥5.22,共7节
//ke.qq.com/course/472592#term_id=100560037,2020二级建造师二建一建免费直播课【云峰网校】,5379人最近报名,云峰网校,免费,共2节
//ke.qq.com/course/186179#term_id=100560037,淘宝VIP爆款运营实操系列课程【优梯教育】,3万人购买,优梯教育,¥0762.22,进度：5/5节
//ke.qq.com/course/398459,ps板绘商业插画/插画设计/插画/板绘/手绘/CG插画/设计,0000人最近报名,应图马教育,免费,共20节
//ke.qq.com/course/398041,【SPOTO思博网络】Linux免费公开课,517人最近报名,,免费,共9节
,,0人购买,刘老师“慢”数学课堂,¥186.22,课程3
,,093人最近报名,,免费,共1节
,,321人最近报名,百聚汇商学院,免费,共1节
,,53万人购买,腾讯课堂NEXT学院,¥0.72,共6节
//ke.qq.com/course/290400#term_id=100427899,【精品推荐】人体结构基础绘画公开课,5840人最近报名,,免费,共17节
//ke.qq.com/course/445618#term_id=100427899,【高考数学、高中数学】三角函数,9811人最近报名,闪电课堂,免费,共1节
//ke.qq.com/course/357025,【淘帮主】淘宝运营全程实操！零基础新店7天访客破1000,3612人最近报名,淘帮主电商,免费,共23节
,,016人最近报名,,免费,共3节
//ke.qq.com/course/452840,分布式专题-亿级流量商品详情静态化与多级缓存实战【图灵学院】,348人最近报名,,免费,共6节
,,5220人最近报名,,免费,共3节
//ke.qq.com/course/277585,【免费试听】自媒体|新媒体运营 头条抖音Vlog大鱼百家企鹅号爆文,5080人最近报名,榕意新媒体学院,免费,共2节
//ke.qq.com/course/465090,.NetCore3.1跨平台实战【从开发走向架构，实战落地跨平台开发】,690人最近报名,朝夕教育,免费,进度：2/2节
//ke.qq.com/course/307002,斑点牛注册测绘师案例分析公开课,528人最近报名,麦街网,免费,共6节
,,8万人最近报名,微客教育,免费,共2节
,,790人最近报名,重庆薛飞书法艺术院,免费,共3节
//ke.qq.com/course/435347,【坤哥物理】2022新课标必修一试听课-巧用XT、VT图秒解物理题,3605人最近报名,蜜蜂优课,免费,共1节
//ke.qq.com/course/251177,【齐论京东VIP学习卡】2019京东运营之内容营销最新玩法,8277人购买,,¥8777.22,开设4个班级
//ke.qq.com/course/21816,【VIP】CAD工程师制图直播答疑,539人最近报名,,免费,共2节
//ke.qq.com/course/476497,【数学超人】2022新课标必修一向量试听课极化恒等式专题,745人最近报名,宋超,免费,共1节
//ke.qq.com/course/413241,商业插画+设计/插画学堂,5818人最近报名,简学课堂,免费,共3节
//ke.qq.com/course/291111,马哥Linux高端运维云计算就业班-教学总监老王主讲,5548人购买,,¥9162.22,共44节
//ke.qq.com/course/407231,高考数学大招秀+2019高考数学真题精+【微信】supermath987,5万人购买,宋超,¥2.23,共11节
//ke.qq.com/course/435997,新能源汽车维修公开课录屏回放（每周更新）,043人最近报名,LCF新能源汽车工作室,免费,共17节
,,89人购买,Doge 记单词,¥522.22,课程2
//ke.qq.com/course/445603,【高考数学、高中数学】数列模块精选,5708人最近报名,闪电课堂,免费,共1节
//ke.qq.com/course/139240,高大上的PPT设计秘笈（体验版）,9251人最近报名,绍涵老师,免费,共5节
//ke.qq.com/course/445251,2020二级建造师（二建）《建设工程施工管理》精读班,5098人最近报名,周老师,免费,共15节
//ke.qq.com/course/438422,【坤哥物理】高中物理学习中看似勤奋、实则低效的7个坑！,0771人最近报名,蜜蜂优课,免费,共2节
//ke.qq.com/course/434272,20年省考-行测精讲课,896人购买,抵岸教育,¥762.22,随到随学
//ke.qq.com/course/314623,小学奥数（四年级）,8570人最近报名,程宇,免费,共2节
//ke.qq.com/course/306027,2018年全国理数ⅠⅡⅢ卷江苏浙江天津北京卷【微信】supermath987,0959人购买,宋超,¥7.72,共4节
,,432人最近报名,硬笔书法培训,免费,共1节
//ke.qq.com/course/445598,【高考数学、高中数学】导数模块精选,3959人最近报名,闪电课堂,免费,共1节
//ke.qq.com/course/448947,武百分2020乡村全科执业助理医师考点精讲班,551人购买,武百分教育,¥476.22,共38节
//ke.qq.com/course/313749,Cocos Creator/Cocos2dx入门|爆款游戏开发·第一季,008人最近报名,丁树凯,免费,共18节
,,10人最近报名,漆学军,免费,共5节
//ke.qq.com/course/440879,BIM建模免费直播课-40hRevit软件实操,5522人最近报名,小筑教育,免费,共17节
//ke.qq.com/course/127439,【北京峰源】混凝土结构设计实战免费公开课,382人最近报名,,免费,共47节
,,33人购买,陈浩老师网络课堂,¥552.22,课程2
,,74人最近报名,金字塔建筑幕墙教育,免费,共7节
,,00人最近报名,陈曦,免费,共1节
,,8人购买,FUN视觉  雷波,¥876.22,课程22
,,0191人最近报名,蜜蜂优课,免费,共27节
,,877人最近报名,李进,免费,共4节
,,58人购买,FUN视觉  雷波,¥876.22,课程22
//ke.qq.com/course/419707,2020高考生物极速提升满分攻略--宿阳,3685人最近报名,晨露课堂,免费,共8节
,,039人最近报名,杨洋,免费,进度：1/1节
,,2人购买,FUN视觉  雷波,¥876.22,课程22
//ke.qq.com/course/423684,土建造价完整案例实战课程,973人最近报名,致诚造价,免费,共10节
//ke.qq.com/course/374320,汽修助手网汽车修理免费录播课专辑每周更新,958人最近报名,汽修助手网人才进修基地,免费,共3节
//ke.qq.com/course/273650,插画基础课程常见技巧正经讲解和那些在车上逗比风格的作业讲解,974人最近报名,绘梦CG学院,免费,共1节
,,324人购买,艺服教育,¥9179.22,课程5
,,5379人最近报名,润木艺术,免费,共8节
//ke.qq.com/course/428407,掌控cisp/cissp/pte/国家级认证/kali/黑客信息安全/网络安全渗透,929人最近报名,,免费,共3节
,,376人购买,唐志,¥376.22,课程2
,,380人最近报名,优梯跨境学院,免费,共16节
//ke.qq.com/course/145743,PS淘宝美工PS教程/平面设计/抠图/产品精修+主图/海报/详情页设计,9216人最近报名,,免费,共24节
,,5241人购买,蜜蜂优课,¥3977.22,课程10
,,5754人最近报名,,免费,共1节
//ke.qq.com/course/445613,【高考数学、高中数学】圆锥曲线之抛物线精选,5733人最近报名,闪电课堂,免费,共1节
//ke.qq.com/course/325554,软件测试之python全栈自动化测试工程师第12-27期【柠檬班VIP】,3238人购买,,¥1462.22,随到随学
//ke.qq.com/course/427695,高考理综提分攻略,5万人最近报名,闪电课堂,免费,进度：3/3节
,,937人最近报名,广州第八色教育科技有限公司,免费,共105节
,,5433人购买,海哥数学,¥2.23,进度：32/50节
,,356人购买,柠檬班,¥1462.22,课程2
//ke.qq.com/course/425134,摄影后期/PS/PS后期/摄影/摄影前期/精修/人像/免费,9429人最近报名,蜂鸟摄影微课堂,免费,进度：12/14节
//ke.qq.com/course/883,Solidworks/CAD机械设计SW钣金焊件非标自动化工程图装配动画仿真,151人最近报名,,免费,共12节
//ke.qq.com/course/203043,山本教育素云VIP第10期恋爱技巧-脱单特训班,4559人购买,,¥3376.22,共7节
//ke.qq.com/course/324939#term_id=100560037,2020高考• 英语核心语法速成班,1730人最近报名,快乐课堂 so easy,免费,共4节
,,3633人最近报名,,免费,共2节
//ke.qq.com/course/463750#term_id=100560037,【思睿电商】 2020年终冲刺班,066人购买,思睿电商学院,¥8162.22,进度：17/25节
,,729人最近报名,爱前端,免费,共28节
//ke.qq.com/course/357508#term_id=100560037,服装手绘手稿设计/服装水彩画/彩铅插画服装手绘插画-公开课直播,5268人最近报名,山本教育,免费,共3节
,,806人购买,欧艾教育,¥876.22,课程2
//ke.qq.com/course/208513#term_id=100560037,【恩维客教育】室内设计/3Dmax/PS/Vray写实效果图从零基础到高级,3324人最近报名,,免费,共12节
,,849人最近报名,部落窝教育,免费,共37节
//ke.qq.com/course/479744#term_id=100575173,【菜子学院】2020初级双科完整录播,485人购买,,免费,共22节
,,006人最近报名,江慎邦,免费,共22节
,,37人购买,硬笔书法培训,¥864.22,共11节
,,320人购买,IT咖啡,¥5.22,共3节
//ke.qq.com/course/1934#term_id=100427899,零基础学CAD制图 60天独立出图,5661人最近报名,云艺帆教育,免费,共21节
,,50人购买,学神IT教育,¥6122.22,课程2
,,3880人最近报名,设计侠,免费,共5节
,,8537人最近报名,宋超,免费,共1节
//ke.qq.com/course/442225#term_id=100427899,《高级女装制版全套深造技术》第一期直播回放视频【艺服教育】,064人购买,艺服教育,¥9179.22,随到随学
//ke.qq.com/course/185354#term_id=100427899,高考数学中的绝杀技巧【数学超人】+【微信】supermath987,0086人最近报名,宋超,免费,共8节
//ke.qq.com/course/94186#term_id=100427899,PS/PS摄影后期/PS修图教程/影楼/人像精修/调色/风光/商业/为课,8780人最近报名,,免费,共17节
//ke.qq.com/course/143367#term_id=100427899,摄影后期进阶实战班,5205人购买,光影学院,¥8362.22,随到随学
//ke.qq.com/course/406894,2020高考政治一轮复习规划,0704人最近报名,蜜蜂优课,免费,共7节
//ke.qq.com/course/223217,工业设计Rhino/ V-ray 犀牛建模渲染寒假高阶班【卓尔谟教育】,561人购买,,¥8122.22,共35节
//ke.qq.com/course/178075,幕墙BIM：犀牛Rhino+Grasshopper,523人最近报名,金字塔建筑幕墙教育,免费,共11节
//ke.qq.com/course/283418,工业产品设计手绘基础马克笔表现实战班【卓尔谟教育】,302人购买,,¥8322.22,共34节
//ke.qq.com/course/74899,【艾巴优教育】3DMAX建模效果图 CAD VRAY PS cr室内设计家装工装,3082人最近报名,,免费,共8节
,,066人最近报名,沐风设计学院,免费,共7节
,,556人最近报名,成都赢在青年教育咨询有限公司,免费,共1节
//ke.qq.com/course/380421,中国风人像专题摄影/古风后期/古装汉服/工笔画制作/摄影后期,675人最近报名,光影学院,免费,共15节
//ke.qq.com/course/241658,【北京峰源】高层结构设计实战班（剪力墙、框剪、框支等）,5971人购买,,¥3276.22,随到随学
//ke.qq.com/course/456617,C#/.Net架构师GOF23种设计模式+设计模式六大原则+UML类图 体验课,853人最近报名,朝夕教育,免费,共15节
,,3398人最近报名,力耕教育,免费,共5节
//ke.qq.com/course/454120,武百分2020执业/助理医师资格考试儿科疾病考点精讲,3372人购买,武百分教育,¥77.22,共16节
,,332人最近报名,云龙课堂,免费,共147节
,,3702人最近报名,e学苑在线教育,免费,共3节
//ke.qq.com/course/428093,新概念英语第二册,0人购买,上元网校,¥876.22,共26节
//ke.qq.com/course/428342,【北京峰源】注册岩土工程师专业考试培训公开课,307人最近报名,,免费,进度：10/11节
//ke.qq.com/course/210471,CAD全能制图班（出图、建模、布局、渲染）【今晚直播】,5585人最近报名,,免费,共10节
,,8573人最近报名,思睿电商学院,免费,共9节
//ke.qq.com/course/214528,2017高考数学理科I II III卷真题超精细+【微信】supermath987,8118人购买,宋超,¥5.22,进度：3/3节
//ke.qq.com/course/266297,2019消防工程师入门课程：众多课程我该如何选择,300人最近报名,云峰网校,免费,共5节
,,899人最近报名,轻筑学院,免费,共12节
//ke.qq.com/course/384854,UG软件安装视频教程全套UG安装包UG远程安装全套,594人最近报名,,免费,共2节
//ke.qq.com/course/241650,【北京峰源】初中级钢结构设计实战班（门刚、钢框架、网架桁架）,3099人购买,,¥3277.22,随到随学
//ke.qq.com/course/37111,UG塑胶模具设计入门到通精2D排位-3D分模全3D高级汽车模全套案例,840人最近报名,,免费,共12节
//ke.qq.com/course/407104,【坤哥物理】高三二轮复习攻略-暨二三轮复习课发布会,7434人最近报名,蜜蜂优课,免费,共7节
//ke.qq.com/course/195528,【数学超人】高二数学选修2-3排列组合28法+【微信】supermath987,5991人最近报名,宋超,免费,共24节
//ke.qq.com/course/483671,2020年工业设计产品复试作品集班【卓尔谟教育】,15人购买,,¥0222.22,进度：15/24节
,,5669人最近报名,蜜蜂优课,免费,共1节
//ke.qq.com/course/377044,2021天勤率辉计算机考研备考方案,571人最近报名,天勤辉哥讲堂,免费,共1节
//ke.qq.com/course/96568,高级整体形象设计师（线下+线上）,571人购买,完颜形象教育,¥8222.22,共36节
//ke.qq.com/course/234985,昼夜诗文　第六季全新开播,0133人最近报名,杨洋,免费,共81节
//ke.qq.com/course/427265,【坤哥物理】2020高考一轮试听课-磁场概念公式、定理及口诀结论,9888人最近报名,蜜蜂优课,免费,共1节
,,966人最近报名,,免费,共3节
//ke.qq.com/course/350660#term_id=100427899,免费直播入门奔宝奥维修,3224人最近报名,汽修助手网人才进修基地,免费,进度：1/3节
,,353人最近报名,脉策数据,免费,共7节
,,870人购买,若水学院,¥8662.22,课程2
//ke.qq.com/course/356236#term_id=100427899,2020年注册给排水免费公开课-上海彭老师培训,854人最近报名,上海毅祖教育信息咨询有限公司,免费,共34节
//ke.qq.com/course/325143#term_id=100427899,CAD制图【轻松3H搞定CAD制图】,140人最近报名,云艺帆教育,免费,共5节
//ke.qq.com/course/212184,CDR广告设计【名片.宣传单】【室外广告牌】【折页.X架】【海报】,562人最近报名,大鸿英教育,免费,共3节
,,321人最近报名,尚识学院,免费,共6节
,,8人购买,优梯教育,¥0112.22,课程2
//ke.qq.com/course/382161,【张老师考试学院】免费注册结构工程师专业考试培训,465人最近报名,张老师考试学院,免费,共21节
//ke.qq.com/course/435958,并发编程核心框架AQS之独占锁原理详解【图灵学院】,934人最近报名,,免费,共5节
//ke.qq.com/course/420135,大师作品解读及方案延伸,847人最近报名,室内设计联盟,免费,进度：8/8节
,,003人最近报名,云龙课堂,免费,共19节
//ke.qq.com/course/455814,VIP 2020淘宝实操爆款课程 一年制【优梯教育】,5830人购买,优梯教育,¥8162.22,进度：2/4节
//ke.qq.com/course/334065,【自媒体免费学】自媒体/新媒体/抖音30天快速学,5930人最近报名,斯雁教育,免费,共16节
//ke.qq.com/course/434051,2020高考数学导数秒杀技巧试听大全+【微信】supermath987,1508人购买,宋超,¥2.23,共20节
//ke.qq.com/course/239774,老马雅思阅读八分从入门到精通,370人最近报名,马林,免费,共4节
//ke.qq.com/course/264093,摄影高级进阶VIP班,617人购买,光影学院,¥3762.22,随到随学
,,582人最近报名,鲁冬明,免费,共1节
,,853人最近报名,亿启教育,免费,进度：11/11节
,,3274人最近报名,宋超,免费,共3节
//ke.qq.com/course/477622,【冀正系列】Activiti6工作流权威指南系列实战,30人购买,分享牛,¥7.72,共73节
//ke.qq.com/course/419607#term_id=100500706,UG模具设计快速精通教程【耀白主讲】,331人购买,,¥5.22,共9节
//ke.qq.com/course/448747#term_id=100500706,春考宝典 2020春季高考英语一、二轮基础知识精讲答疑,5665人购买,春考宝典旭宏网校,¥2.52,进度：27/30节
,,7人购买,真佑教育,¥5477.22,课程2
//ke.qq.com/course/297073#term_id=100500706,市政工程造价VIP体验课/道路/桥涵/管网/广联达GMA/GCCP/施工工艺,915人最近报名,起步造价实操,免费,共6节
